author,post_time,topic,time_info,content,has_photo,has_video,like_count,reply_count,repost_count,share_count,view_count,followers_count,post_url,scrape_time,emojis,emoji_count,lang,scrape_time_origin,post_weekday,post_hour,viral,has_question,has_exclaim
minimal.sugar,2025-04-29T12:52:53.000Z,minimal.sugar,1小時,近年真的很感激有 ChatGPT，讓我可以理性分析過去的經歷，才發現原來我曾喜歡過的人，有些其實是自我中心、情緒勒索，甚至有操控傾向。 以前總是懷疑自己不夠好，它卻提醒我：那時的不安不是錯覺，而是我直覺準確。現在能夠走出來，我覺得自己是幸運的了。,False,False,1,0,0,0,75,0,https://www.threads.net/@minimal.sugar/post/DJB_rKJScL6,2025年04月30日 06:47,,0,Ch,2025-04-30 06:47:57.632972+08:00,Wednesday,6,0,False,False
en_jing27,2025-04-29T12:55:25.000Z,,1小時,護理師VS超商店員 時薪PK戰 超商大夜：NT190/小時（體力活） 護理師大夜：NT220/小時（急救壓力+暴怒家屬） 結論：護理師的肝只比茶葉蛋店家貴30元,False,False,17,13,7,1,1270,64,https://www.threads.net/@en_jing27/post/DJB_9ugzv_2,2025年04月30日 06:48,,0,Ch,2025-04-30 06:48:12.620421+08:00,Wednesday,6,0,False,False
waolivia_09,2025-04-29T09:12:54.000Z,,5小時,15歲了 還是喜歡跟我媽報備我要去拉屎,False,False,3,1,0,0,494,2,https://www.threads.net/@waolivia_09/post/DJBmf-9pdd0,2025年04月30日 06:48,,0,Ch,2025-04-30 06:48:27.521447+08:00,Wednesday,6,0,False,False
alteriumshift,2025-04-29T14:08:49.000Z,trailertuesday,38分鐘,Alterium Shift is a retro-inspired RPG featuring: 📖 3 Story Paths 🌀 Dimension Shifting Mechanics ⚔️ Turn-Based Combat 🎣 Fishing and much more! trailertuesday,True,True,11,2,0,0,189,453,https://www.threads.net/@alteriumshift/post/DJCIM4evIri,2025年04月30日 06:48,📖🌀⚔🎣,4,en,2025-04-30 06:48:42.408775+08:00,Wednesday,6,0,False,True
lll.00910,2025-04-29T09:00:14.000Z,lll.00910 car parking multiplayer,5小時,請問各位有哪一位大佬有玩car parking 的🙋car parking multiplayer,False,False,0,0,0,0,102,3,https://www.threads.net/@lll.00910/post/DJBlDKzvVDH,2025年04月30日 06:49,🙋,1,Ch,2025-04-30 06:49:35.399298+08:00,Wednesday,6,0,False,False
deanobeidallah,2025-04-29T12:54:51.000Z,,1小時,"It's not just Trump, it's the entire GOP!",False,False,1221,37,87,0,16000,57549,https://www.threads.net/@deanobeidallah/post/DJB_5o8RQHl,2025年04月30日 06:49,,0,en,2025-04-30 06:49:50.714282+08:00,Wednesday,6,1,False,True
firephoenixking,2025-04-29T00:43:53.000Z,,14小時,Yeeeah I meant to do that 🤣🔥,True,True,1,0,0,0,783,20,https://www.threads.net/@firephoenixking/post/DJAsPmyAIvp,2025年04月30日 06:50,🤣🔥,2,en,2025-04-30 06:50:05.522114+08:00,Wednesday,6,0,False,False
duhao_16888,2025-04-28T15:49:06.000Z,,23小時,前前任跟前任說 祝你們幸福 當天分手..,False,False,1,0,0,0,815,1,https://www.threads.net/@duhao_16888/post/DI_vC-8hU_d,2025年04月30日 06:50,,0,Ch,2025-04-30 06:50:20.277215+08:00,Wednesday,6,0,False,False
chunhin.yuen,2025-04-29T13:05:11.000Z,chunhin.yuen,1小時,有冇女仔鐘意打機 又鐘意動漫 可以互相認識下,False,False,1,0,0,0,279,0,https://www.threads.net/@chunhin.yuen/post/DJCBFQXz1Pc,2025年04月30日 06:50,,0,Ch,2025-04-30 06:50:34.940911+08:00,Wednesday,6,0,False,False
grape._.0429,2025-04-29T09:47:49.000Z,,5小時,媽的，這小三一直打電話給我男朋友到底是三小缺愛姐,True,False,37,30,1,12,3357,15,https://www.threads.net/@grape._.0429/post/DJBqfxov1dX,2025年04月30日 06:50,,0,Ch,2025-04-30 06:50:49.947848+08:00,Wednesday,6,0,False,False
wanting_hsu_tina,2025-04-29T04:56:24.000Z,,9小時,昨天晚上睡覺被蚊子大軍侵擾 跟他們搏鬥了半小時 最後我受不了了 直接把防蚊液噴在我的床上😠,False,False,1,1,0,0,374,66,https://www.threads.net/@wanting_hsu_tina/post/DJBJJVOT2hX,2025年04月30日 06:51,😠,1,Ch,2025-04-30 06:51:04.813569+08:00,Wednesday,6,0,False,False
ssddd5666,2025-04-28T16:43:08.000Z,,22小時,面對家庭 面對婚姻 的所有疲憊感 都好希望有人可以抱抱我 跟我說我做的很好 給我鼓勵 讓我覺得我不是一個人 有被在乎有值得被關心的感覺,False,False,6,7,0,0,348,0,https://www.threads.net/@ssddd5666/post/DI_1Ox9TV1o,2025年04月30日 06:51,,0,Ch,2025-04-30 06:51:43.844789+08:00,Wednesday,6,0,False,False
lin._.h,2025-04-29T12:10:41.000Z,甜島交友日記,2小時,聼甜島上的友友說 台中全中運有很多帥哥哥體育生哦 打算穿這樣去,False,False,0,1,0,0,94,0,https://www.threads.net/@lin._.h/post/DJB62Hhyd9k,2025年04月30日 06:51,,0,Ch,2025-04-30 06:51:58.698678+08:00,Wednesday,6,0,False,False
u7nzyxii,2025-04-29T12:49:23.000Z,,2小時,後來遇到更好的人 卻發現早已用完了最好的自己,False,False,9,0,0,0,1955,25,https://www.threads.net/@u7nzyxii/post/DJB_RgyylZp,2025年04月30日 06:52,,0,Ch,2025-04-30 06:52:13.528372+08:00,Wednesday,6,0,False,False
havumetharuka,2025-04-29T02:15:04.000Z,,12小時,自從意識到很多髒話/攻擊話語其實是性別權力從屬關係的象徵後就完全不說了 感覺自己現在主體性強得可怕,False,False,0,0,0,0,201,3,https://www.threads.net/@havumetharuka/post/DJA2ro2NmqF,2025年04月30日 06:52,,0,Ch,2025-04-30 06:52:28.270958+08:00,Wednesday,6,0,False,False
toyoko._,2025-04-29T07:06:45.000Z,,7小時,謝謝你拿我作為你的談資，讓我知道自己身上至少還剩下了這麼一種價值。,False,False,0,0,0,0,101,3,https://www.threads.net/@toyoko._/post/DJBYEFFTmPW,2025年04月30日 06:52,,0,Ch,2025-04-30 06:52:42.969984+08:00,Wednesday,6,0,False,False
rejiya1575,2025-04-29T14:33:40.000Z,,19分鐘,Do you love Prophet Muhammad ﷺ?❤️,False,False,2,0,0,0,50,42035,https://www.threads.net/@rejiya1575/post/DJCLNU6yoMr,2025年04月30日 06:53,❤,1,en,2025-04-30 06:53:10.019613+08:00,Wednesday,6,0,True,False
xxbys_1.8,2025-04-29T10:50:33.000Z,,4小時,我會帶著一束鮮花，在妳家外面等著妳。 親口告訴妳「我真的真的很愛妳」,False,False,25,1,0,0,995,1,https://www.threads.net/@xxbys_1.8/post/DJBxrM8StCY,2025年04月30日 06:53,,0,Ch,2025-04-30 06:53:24.902452+08:00,Wednesday,6,0,False,False
djsosjsnisjwiw,2025-04-29T04:07:09.000Z,,10小時,喜歡一個很宅很宅感覺直男的男生，被他的氣質吸引…..但他壓根跟我不熟，該直接去找他，問他願不願意認識我嗎？ 如果他對我沒有一絲興趣，如果他告訴我一點機會也沒有….我應該會直接放棄…. 與其思考這麼多….偷看….直來直往會不會更好呢？ 雖然是第一次暈船，但我向來希望自己是個敢愛敢恨得人….,False,False,16,12,0,0,967,28,https://www.threads.net/@djsosjsnisjwiw/post/DJBDgjrSrTD,2025年04月30日 06:53,,0,Ch,2025-04-30 06:53:39.788634+08:00,Wednesday,6,0,True,False
c4444.l,2025-04-29T12:29:01.000Z,,2小時,我跟我的朋友關係大概就是他們會在馬桶上給我打電話 我會在洗澡時給他們發語音。,False,False,0,0,0,0,135,0,https://www.threads.net/@c4444.l/post/DJB88ZdTXAC,2025年04月30日 06:53,,0,Ch,2025-04-30 06:53:54.557000+08:00,Wednesday,6,0,False,False
o_.jan1ce._o,2025-04-29T06:44:48.000Z,,8小時,出賣男朋友系列： 佢話佢小學有個同學個名叫「孤高坤」（同音），所以佢話人地係Google Chrome。 然後為左笑佢，佢叫自己做孤高卡氏龍，英文名係Google Classroom。,False,False,95,1,1,31,12000,129,https://www.threads.net/@o_.jan1ce._o/post/DJBVjO5Tmtf,2025年04月30日 06:54,,0,Ch,2025-04-30 06:54:09.234422+08:00,Wednesday,6,1,False,False
anna028610,2025-04-28T18:57:19.000Z,anna028610,19小時,用了這個東西一陣子，然後也在上面看了不少迷因。 啊所以Threads是怎麼用我還是不了解，我是什麼28歲的old man ？？,False,False,0,0,0,0,366,220,https://www.threads.net/@anna028610/post/DJAElffB61u,2025年04月30日 06:54,,0,Ch,2025-04-30 06:54:23.924445+08:00,Wednesday,6,0,True,False
ccccchen16,2025-04-28T15:26:06.000Z,男生喜歡男生,23小時,如果你也男生喜歡男生 不要裝直男 也不要跟女生搞曖昧好不好 女生會很受傷🤕,False,False,7,2,0,1,1439,1,https://www.threads.net/@ccccchen16/post/DI_saf6SDuv,2025年04月30日 06:54,🤕,1,Ch,2025-04-30 06:54:38.894475+08:00,Wednesday,6,0,False,False
123123_.abc,2025-04-29T09:58:34.000Z,,4小時,想線上買ccd 用在紀念校園生活ㄉ 可是聽說蝦皮的好像都是塑膠玩具 想問哪家ccd推薦💗💗😝,False,False,0,2,0,1,212,1,https://www.threads.net/@123123_.abc/post/DJBruhlzgKz,2025年04月30日 06:54,💗💗😝,3,Ch,2025-04-30 06:54:58.770997+08:00,Wednesday,6,0,False,False
ervii._,2025-04-28T22:14:12.000Z,,16小時,"1,",False,False,1359,28,123,51,38000,73141,https://www.threads.net/@ervii._/post/DJAbGflTh_k,2025年04月30日 06:55,,0,unknown,2025-04-30 06:55:13.629479+08:00,Wednesday,6,1,False,False
frafka_,2025-04-29T12:29:57.000Z,,2小時,"In English, we say: ""Maybe I wasn’t enough."" But in poetry, we say: ""I kept bleeding love into your void, only to be told I was hollow.""",False,False,102,1,17,2,8093,56119,https://www.threads.net/@frafka_/post/DJB9DLxvFAS,2025年04月30日 06:55,,0,en,2025-04-30 06:55:28.536061+08:00,Wednesday,6,0,False,False
hey_tee3,2025-04-29T12:39:53.000Z,hey_tee3,2小時,有冇人明自己d frd同男朋友勁close個種感受😭,False,False,27,6,3,6,1625,0,https://www.threads.net/@hey_tee3/post/DJB-L9yzumG,2025年04月30日 06:55,😭,1,Ch,2025-04-30 06:55:43.356658+08:00,Wednesday,6,0,False,False
goty_guguday_luckyday,2025-04-29T03:37:50.000Z,,11小時,請問廣大脆友們 你們的ChatGPT有遇到這個問題嗎？ 我的是Plus版本，之間免費使用時已經有出現類似的通知，當時比較像是達到那個方案的使用上限，但付費後一陣子這次又出現了類似的 不過這次的感覺比較不像是費用的分級問題？比較像是這個單一對話的聊天室已經無法承載更多內容需要另開新的？,True,False,12,8,0,1,3982,0,https://www.threads.net/@goty_guguday_luckyday/post/DJBAJ3FpNcU,2025年04月30日 06:56,,0,Ch,2025-04-30 06:56:04.788152+08:00,Wednesday,6,0,True,False
yuo_chang,2025-04-29T08:16:24.000Z,,6小時,這樣是好還是不好,True,False,11,3,0,2,690,8,https://www.threads.net/@yuo_chang/post/DJBgCMPzsqg,2025年04月30日 06:56,,0,Ch,2025-04-30 06:56:19.653784+08:00,Wednesday,6,0,False,False
hanpt853,2025-04-29T11:11:31.000Z,hanpt853,3小時,ig破一万粉要送福利不？ 3,False,False,3,0,0,0,347,24,https://www.threads.net/@hanpt853/post/DJB0EyCz6PG,2025年04月30日 06:56,,0,Ch,2025-04-30 06:56:34.457430+08:00,Wednesday,6,0,True,False
huibo.0928,2025-04-29T04:31:48.000Z,生活碎碎念,10小時,能夠解決問題的人就是接越多雜事的人🦙,False,False,0,0,0,0,140,22,https://www.threads.net/@huibo.0928/post/DJBGVLvvwtV,2025年04月30日 06:56,🦙,1,Ch,2025-04-30 06:56:49.281976+08:00,Wednesday,6,0,False,False
cyyy_u9,2025-04-28T17:20:07.000Z,,21小時,你選了一個剛認識沒幾天甚至不能天天見面的人。,False,False,0,1,0,0,338,2,https://www.threads.net/@cyyy_u9/post/DI_5doFhZ6k,2025年04月30日 06:57,,0,Ch,2025-04-30 06:57:04.203761+08:00,Wednesday,6,0,False,False
yujinrukai,2025-04-29T07:23:42.000Z,,7小時,Switch 2 pro 1,False,False,1,0,0,0,2383,68,https://www.threads.net/@yujinrukai/post/DJBaAOohMEf,2025年04月30日 06:58,,0,en,2025-04-30 06:58:14.989932+08:00,Wednesday,6,0,False,False
shaunashepherd360,2025-04-29T12:47:17.000Z,,2小時,Happy Tuesday good people. I started my morning off by watching all the Cowboy Carter clips….,False,False,2,1,0,0,9244,3970,https://www.threads.net/@shaunashepherd360/post/DJB_CM_uT3g,2025年04月30日 06:58,,0,en,2025-04-30 06:58:29.799849+08:00,Wednesday,6,0,False,False
sodaus0723,2025-04-29T13:37:21.000Z,,1小時,트위터 못해먹겠다 망할 서치밴 때문애 교류 자체가 안되네 스레드 잘부탁해—-!-!-!-!-!!,False,False,0,0,0,0,30,0,https://www.threads.net/@sodaus0723/post/DJCEw4Ny1xM,2025年04月30日 06:58,,0,ko,2025-04-30 06:58:44.780548+08:00,Wednesday,6,0,False,True
im_endeavorance,2025-04-29T08:58:06.000Z,,5小時,Hot damn; Pierre Poilievre actually lost his seat lmfao,False,False,330,4,1,0,4365,11707,https://www.threads.net/@im_endeavorance/post/DJBkzP1hD5W,2025年04月30日 06:59,,0,en,2025-04-30 06:59:00.312394+08:00,Wednesday,6,0,False,False
momogood123,2025-04-29T02:54:55.000Z,,12小時,老師的回覆是正常的嗎？ 但是我看到的時候是愣了一下….,True,False,183,26,1,12,59000,9,https://www.threads.net/@momogood123/post/DJA7PkqyqvE,2025年04月30日 06:59,,0,Ch,2025-04-30 06:59:15.149212+08:00,Wednesday,6,1,True,False
imsohatesh,2025-04-29T05:01:06.000Z,imsohatesh,9小時,求解🆘,True,False,3,2,0,1,401,6,https://www.threads.net/@imsohatesh/post/DJBJrwUTnpb,2025年04月30日 06:59,🆘,1,Ch,2025-04-30 06:59:35.677573+08:00,Wednesday,6,0,False,False
bradcooney1,2025-04-29T13:12:28.000Z,,1小時,Trump doesn’t like what Amazon is doing. Amazon is listing the price difference that Trump’s tariffs are doing. Trump is saying that it’s a “hostile move” …. Not a good sign for Trump when the billionaires start turning on him too.,False,False,7574,297,431,56,80000,103931,https://www.threads.net/@bradcooney1/post/DJCB6oyxCj0,2025年04月30日 07:02,,0,en,2025-04-30 07:02:02.200399+08:00,Wednesday,7,1,False,False
kevinweq,2025-04-29T02:29:23.000Z,kevinweq,12小時,現在賴清德已經宣布 要罷免全部藍立委 請問那些在說民間自發提起的罷免是在打臉？,False,False,2066,306,15,7,47000,5,https://www.threads.net/@kevinweq/post/DJA4Uj9Txe6,2025年04月30日 07:02,,0,Ch,2025-04-30 07:02:16.934607+08:00,Wednesday,7,1,True,False
johnpavlovitz,2025-04-29T10:40:40.000Z,,4小時,i’d like to thank Donald Trump for keeping Canada great.,False,False,8107,76,172,26,95000,140852,https://www.threads.net/@johnpavlovitz/post/DJBwi2-Rbv9,2025年04月30日 07:02,,0,en,2025-04-30 07:02:31.670332+08:00,Wednesday,7,1,False,False
poets,2025-04-29T11:44:08.000Z,,3小時,"life is hard enough, don't make it harder by holding on to someone who can't love you you'll be okay without them",False,False,690,11,114,12,20000,857272,https://www.threads.net/@poets/post/DJB3ztZyF-Z,2025年04月30日 07:02,,0,en,2025-04-30 07:02:46.483229+08:00,Wednesday,7,1,False,False
kiingjaip,2025-04-29T12:29:38.000Z,,2小時,He texted you. He replied quickly. He flirted. He called you. He gave you a nickname. He made you feel happy. He told you he loved you. He got you ATTACHED. Then he barely answered. He started slacking. He barely called you. He stopped acting right. He treated you differently. He stopped saying he loved you. He stopped flirting. He cut you off. He broke your heart. And he LEFT. It's sad to say but most girls will experience this.,False,False,1512,73,244,21,18000,48685,https://www.threads.net/@kiingjaip/post/DJB9A9pCAfh,2025年04月30日 07:03,,0,en,2025-04-30 07:03:01.535435+08:00,Wednesday,7,1,False,False
pinkgirlylines,2025-04-29T13:15:03.000Z,,1小時,You make me,True,False,742,1,123,9,8322,34997,https://www.threads.net/@pinkgirlylines/post/DJCCNmFC-3G,2025年04月30日 07:03,,0,en,2025-04-30 07:03:16.351758+08:00,Wednesday,7,0,False,False
ttt1201_wkd,2025-04-29T03:39:59.000Z,,11小時,好可愛好可愛 看起來像青蛙跟守宮的混合體,True,True,2172,34,91,352,34000,9,https://www.threads.net/@ttt1201_wkd/post/DJBAZsZywM-,2025年04月30日 07:03,,0,Ch,2025-04-30 07:03:31.293063+08:00,Wednesday,7,1,False,False
lhs_7632,2025-04-28T22:51:13.000Z,,16小時,分手第十八天 偶然看見你的限時動態，這是十八天內換的第二個男生了，打開了你追蹤名單 不管是我曾經討厭的男生又或是前任 都被你加回來了。 不否認我還是愛你 但我也知道我不會再回來了 不要說我做的絕情，一而再再而三的踩底線不好玩 你還是跟那些前任過吧。,False,False,7,0,0,0,1175,0,https://www.threads.net/@lhs_7632/post/DJAfWsASlad,2025年04月30日 07:03,,0,Ch,2025-04-30 07:03:46.817921+08:00,Wednesday,7,0,False,False
linlinbb9420_2,2025-04-29T07:26:22.000Z,,7小時,都說脆是個約砲平台 我就問好端端的平台怎麼會被你們搞臭… 再說了這個只能留言要怎麼約？ 還是一群人在底下留言想約😂,False,False,30,7,0,0,2503,4,https://www.threads.net/@linlinbb9420_2/post/DJBaTvSpwft,2025年04月30日 07:04,😂,1,Ch,2025-04-30 07:04:01.623927+08:00,Wednesday,7,0,True,False
mareado_reir,2025-04-29T05:02:06.000Z,,10小時,環保杯扣5元真的是養一堆蕭貪人 都幫你扣錢了還要求杯子茶裝滿、冰塊裝滿 甚至還要求洗杯子的，腦子缺水才需要這麼多水嗎^^,False,False,40,13,2,3,3352,1,https://www.threads.net/@mareado_reir/post/DJBJzCpyC2r,2025年04月30日 07:04,,0,Ch,2025-04-30 07:04:16.729250+08:00,Wednesday,7,0,False,False
kris._0926,2025-04-29T12:21:07.000Z,,2小時,自介 13y 9/26(*≧ω≦) 男生 喜歡玩各種遊戲（尤其 薩爾達傳說，林克帥炸！） 176cm 但有點貪吃，看起來 像長方形(T ^ T) 成績算好，沒有掉出過校排前 二十（全年級900多人(￣∇￣) 本來想把縣市打上去，後來想 想還是算了(⁎⁍̴̛ᴗ⁍̴̛⁎) 喜歡唱歌，所以會在脆上發唱 歌，如果認為有哪裡可以改進 ，請務必留言或私訊告訴我， 謝謝各位o(*////▽////*)q,False,False,21,1,0,2,541,12,https://www.threads.net/@kris._0926/post/DJB8Ch6zfAq,2025年04月30日 07:04,,0,Ch,2025-04-30 07:04:31.660507+08:00,Wednesday,7,0,False,True
maimifa,2025-04-29T10:30:53.000Z,楓之谷 artale,4小時,法師很燒水錢（？ 我怎麼不覺得！！！ 分享兩個很賺的方法XD 我自己是很喜歡這張圖，藍水靈再過來這張 蝙蝠🦇蠻多的，但不至於像藍水靈這麼密集 圖就上下跑就好，你可以減少被撞損血的機率 已實測過買300瓶水6萬，最後收益不包含賣掉蝙蝠翅膀 你是會賺錢不少💰的！！！！！！！ 這張圖我覺得超級會掉裝備跟捲軸 21等我就在這肝了（還是更早忘了 你一下魔力爪能秒掉就好了～ 經驗比藍水靈高，楓幣75-80$ CP值很高又省水 再來再來 就是轉職時 你會去找轉職官打30個黑珠 這時水帶多一點 裡面怪物雖然沒經驗，但是掉的是鈔票！！！ 你有耐心的話就在裡面把水打到乾再出來轉職 這時你身上至少會有10w以上的楓幣💰 然後然後 我覺得飛去魔森買藍水真的能省上不少楓幣 買越多便宜越多🙈 一瓶差$8楓幣，你買500瓶就$4000 四千=外面20🫙藍水欸！！！！ （乾以前玩都不用那麼克難現在玩這個變摳是怎樣）,True,False,139,20,2,88,10000,367,https://www.threads.net/@maimifa/post/DJBvbGYPRO1,2025年04月30日 07:04,🦇💰💰🙈🫙,5,Ch,2025-04-30 07:04:46.793396+08:00,Wednesday,7,1,True,True
ylscne_,2025-04-28T16:23:55.000Z,,22小時,最討厭的兩件事 騙我被發現和答應做不到,False,False,1639,0,545,170,21000,7,https://www.threads.net/@ylscne_/post/DI_zB8uTNYC,2025年04月30日 07:05,,0,Ch,2025-04-30 07:05:01.728931+08:00,Wednesday,7,1,False,False
washzz,2025-04-28T17:05:03.000Z,憂鬱症,21小時,前幾天跟心理師說： 如果我活著，只有一個人痛苦。 如果我死了，不只一個人痛苦。 如果是這樣，這筆交易太不公平，老天爺好狡猾。,False,False,249,6,27,20,4582,9,https://www.threads.net/@washzz/post/DI_3vPCze0H,2025年04月30日 07:05,,0,Ch,2025-04-30 07:05:16.606727+08:00,Wednesday,7,0,False,False
1006nk,2025-04-29T04:45:49.000Z,,10小時,中餐時間～來看看情緒價值哥怎麼吃飯，不愧是阿嬤的夢中情孫🤣🤣🤣,True,True,1527,5,1,24,40000,251171,https://www.threads.net/@1006nk/post/DJBH7qtv4Jl,2025年04月30日 07:05,🤣🤣🤣,3,Ch,2025-04-30 07:05:31.466429+08:00,Wednesday,7,1,False,False
